Date,Time,CrashCiudad,CrashPais,Operator,Flight #,OrigenCiudad,DestinoCiudad,Type,Registration,Cn_ln,Aboard,Fatalities,Ground,CrashLatitud,CrashLongitud,DestinoLatitud,DestinoLongitud,OrigenLatitud,OrigenLongitud,Summary
07/10/1935,02:19, Cheyenne, Wyoming,United Air Lines,4,Tijuana,Beirut,Boeing 247D,NC13317,1698,12,12,0,411.399.814,-1.048.202.462,338.959.203,3.547.843,325.288.195,-1.170.368.346,
11/15/1979,12:00, Chicago, Illinois,American Airlines,444,Istanbul,Montreal,Boeing B-727,,,78,0,0,418.755.546,-876.244.212,455.115.944,-736.051.013,410.096.334,289.651.646,Crashed after in-flight loss of control  possibly stalled at low altitude in dusty low-visibility conditions
08/03/1964,23:56, Chicago Illinois,,Snow Valley Ski Lines,,Erdenet,Miami,Douglas DC-3,N410D,4970,30,1,0,418.755.546,-876.244.212,257.742.658,-801.936.589,NaN, NaN,Crashed on take off due to engine failure.
12/09/2001,16:25, Chichen Itza, Mexico,Aero Ferinco Charter,-,Louisville,Florencia,LET 410UVP,XA-ACM,892401,19,19,0,2.068.285.195,-885.687.195.355.205,437.698.712,112.555.757,382.542.376,-85.759.407,
6/27/1958,00:30, Chicopee Falls, Massachusetts,Military - U.S. Air Force,,Paris,Ruteng,Boeing KC-135A,56-3599A,17348,15,15,0,421.520.377,-725.759.218,NaN, NaN,488.565.056,23.521.334,The cargo plane struck an aerial mast and crashed into houses while attempting to take off.
9/28/1945,, Chihkiang, China,Military - United States Army Air Force,,Erzurum,Porto Alegre,Curtiss C-46D,42-101183,30638,20,20,0,NaN, NaN,-300.282.658,-51.228.427,397.581.897,414.032.241,Crashed into a snow drift due to icing in a blizzard.
7/18/1968,, Chili,,Aerolineas Flecha Austral,,Umiat,London,Curtiss C-46D,CC-CDI,33445,5,5,0,-317.613.365,-713.187.697,NaN, NaN,693.669.444,-1.521.441.667,Weather related.
09/12/1956,19:15, Chilliwack, Canada,Trans Canada Air Lines,810-9,Indianapolis,Maracaibo,Canadair DC-4M-2 Northstar,CF-TFD,128,62,62,0,49.166.667,-121.95,NaN, NaN,397.683.331,-861.583.502,Crashed while en route to pick up passengers. The plane crashed near a fire station in heavy fog and burst into flames killing the pilot.
05/07/2001,11:40, Chinhae, South Korea,Private  - Daewoo Shipbuilding,,Kansas City,Paris,Sikorsky S-76B helicopter,HL9240,760341,12,8,0,-210.037.823,-408.065.044,NaN, NaN,390.844.687,-945.630.298,
10/23/1945,, Chiringa, India,Military - Royal Air Force,,Cold Bay,Belem,Douglas C-47B,KJ957,14804/26249,14,14,0,NaN, NaN,31.710.799,351.988.002,551.994.475,-162.740.478.100.611,The aircraft crashed during a violent storm near the Swiss - Germany border. The plane fell from a height of 3 000 feet  bursting into flames.
8/15/1958,, Chita, Russia,Aeroflot,,Farewell,Fort de France,Tupolev TU-104-A,CCCP-L5442,,64,64,0,NaN, NaN,146.037.193,-610.767.677,365.011.734,-913.615.249,The mail plane crashed to the ground from a low altitude. Icing.
10/17/1946,, Chitral, India,Military - Royal Air Force,,Fernando de Noronha,Waco,Douglas C-47B,KN236,15659/27104,11,11,0,NaN, NaN,31.549.333,-971.466.695,-385.569.145,-324.226.001.731.453,The plane crashed about 11 miles from St. Joseph in heavy fog. Pilot error in taking off in dangerous weather conditions and turning too close the the ground in a fog-bound area. Inaccurate weather conditions reported to the pilot.
06/05/1969,13:20, Chon Thanh, South Vietnam,Military - U.S. Army,,Rome,Freeport Grand Bahama Islands,Boeing Vertol CH47A (helicopter),66-19029,,74,30,0,11.416.695,1.066.198.155,NaN, NaN,418.933.439,124.830.718,Crashed into the English Channel and sunk immedately in fog.
4/15/1969,13:50, Chongjin, North Korea,Military - U.S. Navy,,Chicago,San Andres,Lockheed EC-121M,135749,4318,31,31,0,419.858.789,129.890.844.443.189,125.932.929,121.963.037.381.097,418.755.546,-876.244.212,Crashed into Last Chance Hill in the Catskill Mountains at an altitude of 2 000 feet in fog and thunderstorms while en route.
7/17/1965,12:10, Choushi, Japan,Military - Japan Maritime Self Defense Force,,Boston,Istanbul,Lockheed P2V-7,,,11,11,0,NaN, NaN,410.096.334,289.651.646,423.604.823,-710.595.678,Failed to gain altitude and struck a grove of trees while attempting to take off. The plane came to rest in a watermelon patch.
03/11/1945,02:00, Chuka, India,Military - U.S. Army Air Forces,,Bogota,Winston/Salem,Douglas C-54G,45528A,,44,44,0,419.086.357,249.013.284,360.998.167,-802.441.445,45.980.478,-740.760.867,Scadta was a Pan Am subsidiary.  It was operating a domestiflight  which crashed in the Colombian jungle  which was called 'Green Hell.' Five Goigira Indians  who were canoeing up the Uribe River  found pieces of clothing  and then dead bodies of five people from the crash  and the wreckage of the aircraft.  They also found a man who was alive  but dazed  exhausted  half crazy and unable to speak.  They carried him for seven days through the jungle to civilization.  He later recovered  and his name was Newton C. Marshall  General Manager of South American Gold & Platinum Company.  He was the only survivor.
1/18/1988,22:17, Chungking, China,China Southwest Airlines,4146,Bima,Bole,Ilyushin IL-18D,B-222,187009901,108,108,0,2.229.636.555,114.172.853.883.343,449.042.025,820.698.186,-84.535.168,1.187.276.222,
12/23/1978,00:39, Cinisi, Italy,Alitalia,4128,Florianpolis,Gambell,McDonnell Douglas DC-9-32,I-DIKQ,47227/334,129,108,0,381.562.083,131.074.487,637.640.205,-17.171.604.736.344,NaN, NaN,
12/31/1968,, Ciudad Vitoria, Mexico,Servicios AÇ¸reos Especiales,,Geneva,New York City,Douglas DC-3,XA-SAE,20554,26,26,0,-348.493.842,-562.262.421,NaN, NaN,462.017.559,61.466.014,Crashed into a mountain while en route.
1/17/1951,14:36, Civitavecchia, Italy,Alitalia,,Kingston,Havana,Savoia Marchetti SM-95,I-DALO,10,17,14,0,420.937.524,117.922.462,231.379.911,-823.658.562,NaN, NaN,Crashed en route during the 265 miles sea route.
6/22/1957,07:50, Clarksburg, Maryland,Capital Airlines,,Nancy,Bandung,Douglas C-47A,N88835,19448,3,3,0,392.806.451,-803.445.341,-69.344.694,1.076.049.539,486.928.048,61.838.123,Crashed into Mar Chiquita Lagoon during a heavy rainstorm.
08/03/1988,21:45, Clarksville, Tennessee,Military - U.S. Army,,Rio de Janeiro,Goose Bay,Sikorsky UH-60A / Sikorsky UH-60A,8524462/8724605,,17,17,0,382.967.791,-857.602.087,4.436.672,-758.463.441,-229.110.137,-432.093.727,
05/03/1998,05:20, Clarksville, Tennesee,Baron Aviation,8315,Bridgetown,Lyon,Cessna 208B Caravan I Super Cargomaster,N840FE,208B-0142,1,1,0,382.967.791,-857.602.087,457.575.286,48.324.803,131.018.264,-59.618.848,Crashed on its delivery flight from England to Brisbane after in-flight loss of control  probably due to the type's design deficiencies.
01/10/1942,09:30, Coamo, Puerto Rico,Military - U.S. Army Air Forces,,Dallas,Genoa,Douglas C-39-DO  (DC-2),38-524,2081,22,22,0,NaN, NaN,4.440.726,89.338.624,327.761.963,-967.968.994,The mail plane crashed and burned on a farm.
6/15/1967,05:00, Coari, Brazil,Military - Brazilian Air Force,,Training,Orapa Mine,Douglas C-47,C-47-268,,25,20,0,-40.885.957,-631.431.166,NaN, NaN,3.774.919.975,-12.239.968.795,Crashed and burned about half-way between Baghdad and Gaza. The aircraft was named 'Univer' (Dutch word for stork).
11/13/1946,08:18, Cofre de Perote, Mexico,Empressa Commun. AÇ¸reas de Veracruz,,West Palm Beach,Barcelona,Douglas DC-3,XA-FOZ,,15,15,0,194.938.035,-971.477.847,NaN, NaN,267.153.425,-800.533.746,Crashed into Big Pilot mountain  50 feet from the top of the summit  four miles from Sunbright  in poor visibility.
03/07/1975,, Colina, Chile,Military - Chilian Air Force,,Bogota,Pokhara,Douglas C-47A,FAC-970,19730,10,10,0,-373.621.376,-615.334.792,282.095.379,839.914.028,45.980.478,-740.760.867,Chief pilot of Air France  Robert Bajac  36  killed.
12/09/1995,07:20, Colombo, Sri Lanka,Military - Sri Lanka Air Force,,Split,Vung Tau,Antonov AN-32,CR861,3502,81,81,0,6.934.287,798.532.704,103.486.485,1.070.765.028,435.115.555,164.396.801,Crashed at Rattlesnake Butte after the plane lost engine power. James Montijo  40  the man who taught Amelia Earhart to fly  killed.
6/15/1965,09:50, Colombus, Georgia,Military - U.S. Army / Military - U.S. Army,,Akron,Islamabad,Bell UH-1D / Bell UH1D (helicopters),63-8760/63-8840,,18,18,0,NaN, NaN,336.945.756,730.643.744,NaN, NaN,Lost altitude and hit power lines after developing engine trouble after taking off.
03/03/1991,09:44, Colorado Springs, Colorado,United Air Lines,585,Addis Ababa,Baton Rouge,Boeing B-737-291,N999UA,22742/875,25,25,0,388.339.578,-1.048.253.485,304.507.462,-91.154.551,9.0,38.75,The mail plane crashed and burned soon after taking off in a blinding snowstorm.
6/16/1966,08:48, Columbia City, Indiana,Zantop Air Transport,,Nome,Atlanta,Curtiss C-46A,N10415,,3,3,0,411.572.639,-854.883.072,337.490.987,-843.901.849,645.011.111,-1.654.063.889,Crashed full speed into a hill  450 feet high in rain and fog. Pilot error.
9/15/1964,17:51, Condoto, Colombia,AVIANCA,,Brussels,Glenn Falls,Douglas C-47A,HK-319,19680,2,2,0,509.567.995,-765.114.836.174.094,33.507.187,-822.199.181,5.084.404.145,436.720.169.448.285,
07/12/1970,, Constanta, Romania,Tarom,,Gander,Denver,BAC One-Eleven  424EU,YR-BCA,130,27,18,0,44.173.005,286.213.915.922.938,397.391.536,-1.049.847.034,489.541.833,-546.105.421,The postal plane crashed at Atalaya Beach.
4/18/1990,, Contadora, Panama,Aeroperlas,,Semarang,Burtonwood AFB,de Havilland Canada DHC-6 Twin Otter 200,N187AS,131,22,20,0,422.786.044,-38.692.521,NaN, NaN,-69.904.038,1.104.229.455,After flying over the airport into a strong headwind  in an attempt to land  one of the aircraft's two engines failed.  While attempting to return to the airport the pilot headed into the strong wind and lost airspeed until he stalled and crashed from a height  of 100 - 130 feet.
8/15/1939,, Copenhagen, Denmark,British Airways,,St. Johns,Croyden,Lockheed 10 Electra,G-ASEY,,6,5,0,556.867.243,125.700.724,53.237.438,-615.223.780.000.002,299.032.284,-814.145.468,
08/02/1949,19:56, Copenhagen, Denmark,Scandinavian Airlines (SAS),,Marseille,Walikale,Vickers 628 Viking 1B,OY-DLU,199,27,27,0,556.867.243,125.700.724,-14.300.801,280.764.028,432.961.743,53.699.525,
8/28/1971,, Copenhagen, Denmark,Malev Hungarian Airlines,,Napoli,Westover Field,Ilyushin IL-18D,HA-MOC,181992903,34,32,0,556.867.243,125.700.724,367.606.099,-762.262.899.342.579,408.441.164,142.422.998,While on a sightseeing trip  the plane ran out of fuel and crashed. Carelessness and negligence on the part of the pilot for not replenishing his fuel supply before it got dangerously low and poor judgment on his part for attempting to return to the airport when there was open terrain ahead of him. Many passengers did not use their seatbelts nor were they instructed in their use.
6/15/1953,, Copiapo, Chile,LAN,,Johannesberg,Prague,Lockheed 18 Loadstar,CC-CLD-0100,2617,7,7,0,-273.664.587,-703.323.001,500.874.401,144.212.556,-26.205,280.497.222,Midair collision with an I-5 fighter at 2 300 ft. The fighter was performing aerobatics trying to loop around the Tupolev. The plane crashed into a residental neighborhood and was on its maiden flight. The plane was nicknamed 'Maxim Gorky.'  Pilot error. Forty-nine killed on the Tupolev  one on the I-5
10/01/1968,14:00, Copper Canyon, Nevada,Military - U.S. Marine Corps,,Manchester,Port Etienne,Douglas C-54P,50850,10427,19,19,0,36.228.179,-1.123.773.819,-212.422.312,554.522.292,534.791.466,-22.447.445,
1/17/1936,, Cordillera, Boliva,Lloyd Aereo Boliviano,,Jomsom,Belfast,Junkers JU-52,,4018,13,13,0,183.245.924,-664.999.968.593.201,NaN, NaN,2.877.636.995,837.865.277.225.373,Crashed into the ground on a farm at high speed.
1/25/1929,, Corfu, Greece,Aeroespresso,,Bien Hoa,Jakarta,CMASA Wal,I-AZDA,53,9,2,0,429.600.595,-784.055.767,NaN, NaN,109.569.454,1.068.536.492,Crashed into the Ulua River.
08/11/1945,20:00, Corpus Christi, Texas,Military - U.S. Navy / Military - U.S. Navy,,Gilgit,Khabarovk,Martin PBM-3S  / Martin PBM-5,01710 / 69113,,27,22,0,278.002.542,-973.955.744,NaN, NaN,359.208.382,74.314.072,Crashed after penetrating a thunderstorm.
04/02/1970,, Corrientes, Argentina,Aerolineas Argentinas,,Greenville,Bodoe,Hawker Siddeley HS-748 1,LV-HGW,1539,37,37,0,-285.912.315,-579.394.658,NaN, NaN,34.851.354,-823.984.882,The plane crashed while en route from Albuquerque to Kansas City. After encountering fog and poor visibility  the plane was diverted to Kirksville where witnesses reported the low flying aircraft made contact with the ground and crashed. Whether the plane struck the ground while the pilot was attempting to make an emergency landing or because the available fuel supply had been exhausted  or for other reasons  could not be determined. New Mexico Senator Bronson M. Cutting  46  killed. Improper clearance of the airplane from Albuquerque by the company's ground personnel when the plane's two-way radio was not functioning properly.
11/15/1929,, Corsica, France,Air Union,,Dallas,Macara,Liore et Olivier 190,F-AIGB,1,3,3,0,421.640.662,90.982.074,-147.847.501,-690.925.413,NaN, NaN,A collision occurred between the two Ford Tri-Motors as one was barely off the ground and one was still on the ground at Olaya Herrera Airfield. The accident was officially attributed to wind sheer or the one aircraft being blown into the other aircraft as it took off. Rivalry among the two pilots may have played a part in the accident as one pilot had buzzed the other four days before the accident..  Actor  singer  Carlos Gardel  44  and his lyricist Alfredo Le Pera  35  among those killed.
2/20/1958,05:35, Corvo Island, Azores,Military - U.S. Navy,,Test flight,Mexico City,Lockheed WV-2,BU-141310,,22,22,0,3.969.815.635,-311.052.759.002.542,NaN, NaN,NaN, NaN,Fuselage failure.
12/18/1981,13:06, Covenas, Colombia,ACES Colombia,,Albany,Santaigo,de Havilland Canada DHC-6 Twin Otter 300,HK-2217,609,13,13,0,941.146.205,-756.397.891.933.121,288.764.463,-813.090.669,426.511.674,-73.754.968,While flying in a normal  slightly descending path  the aircraft  first collided with the ground just a few feet  below the top of a small knoll tearing out both engines and engine nacelles. It then rebounded and continued through the air for a distance of 1 120 feet  where it came to rest.  Error on the part of the pilot in executing an abrupt maneuver with insufficient altitude for safety and failure of the pilot to maintain proper control of the aircraft during this maneuver.
2/19/1949,, Coventry, England,British European Airways / Military - British,,Helena,Pointe a Pitre,Douglas DC-3 / Avro Anson,G-AHCW/VV243,13308,14,14,0,524.145.039,-151.876.332.259.483,162.408.636,-615.334.077,465.927.122,-112.036.109,The plane lost altitude while attempting an emergency landing after taking off and losing an engine. The wing hit a dyke and the plane burst into flames.
08/04/1968,, Coyhaique, Chile,Ladeco,,RAF Scrampton,Clark AB,Douglas DC-3,CC-CBM,6330,36,36,0,NaN, NaN,567.182.817,-111.368.417.457.705,NaN, NaN,The plane deviated from its course and flew 20 miles off shore and crashed.  Cause unknown.
01/11/1994,, Cozumel, Mexico,Transportes Aereos Pegaso,,Amsterdam,Guantanamo,Bell 212,XA-SVS,30824,14,14,0,204.488.829,-869.121.241,201.449.533,-752.072.519,52.374.436,48.979.956.033.677,Crashed into a mountain near St. Bernard Pass in Switzerland. Mountains obscured by clouds.
4/28/2008,09:38, Crimea, Black Sea,Naftogaz,,Goma,Santa Cruz,Mil Mi-8T,UR-24275,98734295,20,20,0,515.073.608,-0.1327054,369.746.099,-1.220.294.259,-16.665.893,292.256.875,Destoryed in a storm.
01/04/2009,14:00, Crimond, Scotland,Bond Offshore Helicopters,,Goose Bay,Darwin,Eurocopter AS 332L2 Super Puma 2,,,16,16,0,575.995.631,-19.152.904,-1.246.044,1.308.410.469,4.436.672,-758.463.441,Crashed 3 miles south of Gilmer. The outboard engine separated from the aircraft after a propeller blade broke off resulting in an imbalanced condition which led to loss of control of the aircraft.
03/08/1937,, Cristobal, Panama,Pan American Grace Airways,,Military exercise,Reykjav‹¨«_k,Sikorsky S-43,NC15065,4305,14,14,0,404.692.924,-58.898.816,NaN, NaN,NaN, NaN,Dense fog caused the pilot to make a forced landing about 15 miles south of Point Barrow.  After some mechanical repairs  the plane took off  rose to about 50 feet and then crashed into shallow water. Loss of control of the aircraft at a low altitude after sudden engine failure due to the extreme nose-heaviness of the aircraft. Adventurer  Wiley Post  37  and humorist  Will Rogers  56  killed. Most experts believe that a combination of miscalculations in the design and operation of the heavily customized aircraft resulted in the uncontrollable spin that occurred right after takeoff.
7/16/2002,19:45, Cromer, England,Bristow Helicopters,-,Larnaca,Bangkok,Sikorsky S-76A,G-BJVX,760100,11,11,0,529.311.367,13.012.758,135.859.219,100.416.086.601.645,349.172.012,336.378.531,The plane flew into a mountain 43 miles West of Glendo in heavy fog.  Against advice to the contrary  the pilot decided to fly a direct route to Denver rather than go around  following the valleys and airways used by other pilots. The direct route took him across some of the most dangerous flying country in the west.
7/14/1977,12:30, Cuangar, Angola,Military - Angolan Air Force,,Palma de Mallorca,Khartoum,Antonov AN-26,,,30,30,0,-176.097.686,186.223.286,155.933.247,325.356.502,395.695.818,26.500.745,Crashed into the sea in the fog.
08/10/2007,15:30, Cubarral, Colombia,Nacional de Aviacion,,Edinburgh,San Francisco,Let 410 UVP-E10A,HK-4055,902521,18,18,0,38.036.201,-738.397.484,377.792.768,-1.224.192.704,559.483.544,-31.931.187,Plunged to the ground thirty minutes after leaving Fort Worth. Tried to return to Dallas airport due to inclement weather.
3/17/1988,13:17, Cucuta, Colombia,AVIANCA,410,Hong Kong,New Plymouth,Boeing B-727-21,HK-1716,18999/240,143,143,0,78.971.458,-725.080.387,-390.579.941,1.740.806.474,222.793.278,1.141.628.131,
4/19/1989,, Cucuta, Colombia,SATENA,,Yushno,Chungking,Pilatus PC-6 Turbo Porter,FAC-1110,819,11,11,0,78.971.458,-725.080.387,2.229.636.555,114.172.853.883.343,NaN, NaN,Crashed to the ground after crossing the English Channel in rain and gale force winds.
04/09/1977,, Cuenca, Ecuador,Servicios Aereos Nacionales Airways,,Bardufoss,Baghdad,Vickers Viscount 764D,HC-BCL,185,33,33,0,400.681.156,-21.348.241,333.024.248,443.787.992,690.650.033,185.207.537,The plane lost the left engine shortly after taking off. The pilot tried to make an emergency landing but was caught in a downdraft and the plane crashed.
4/23/1979,, Cuenca, Ecuador,SAETA,,Quito,Malaga,Vickers Viscount 785D,HC-AVP,329,57,57,0,400.681.156,-21.348.241,367.210.805,-4.421.041,-0.2201687,-785.120.913,Crashed into a hill in poor weather conditions 5 miles south of Cheyenne. Test flight. Poor judgment by the pilot for executing an abrupt maneuver with insufficient altitude for safety and  failure of the pilot to maintain proper control of the aircraft during this maneuver.
11/07/1983,07:40, Cuenca, Ecuador,TAME,,Guadalajara,KÞÝln,Boeing B-737-2V2,HC-BIG,22607/775,119,119,0,400.681.156,-21.348.241,50.878.866,7.119.301,407.399.963,-250.592.992.588.473,
12/08/1965,11:00, Cuiaba, Brazil,Paraense Transportes AÇ¸reos,,Paris,Roanoke,Curtiss C-46A,PP-BTH,30571,13,13,0,-155.986.686,-560.991.301,37.270.973,-799.414.313,488.565.056,23.521.334,Pilot error.
10/26/1994,, Cuito, Angola,Military - Angolan Air Force,,Caracas,Johannesburg,Mil Mi-8MTV (helicopter),H534,,22,22,0,-12.422.355,157.581.213,-26.205,280.497.222,10.506.098,-669.146.017,The aircraft ran out of fuel and crashed off Alexandria. The plane was named 'The City of Khartoum.'
11/25/1994,, Cuito, Angola,Military - Angolan Air Force,,Guam,Cairo,Mil Mi-17 (helicopter),H584,,22,22,0,-12.422.355,157.581.213,300.488.185,312.436.663,134.459.805,1.447.391.922,The mail plane explosion in mid-air before crashing to the ground in a snowstorm.
12/14/1998,, Cuito, Angola,Khors Aircompany,,Norfolk,Belgrade,Antonov AN-12BP,UR-11319,4342510,11,11,0,-12.422.355,157.581.213,448.178.787,204.568.089,369.306.505,-762.573.110.672.108,Caught fire as the airliner struck the side of a hill.
09/05/1976,16:30, Cuneca, Spain,Military - Imperial Iranian Air Force,228,Guayaramerin,Las Vegas,Boeing B-747-131F,5-283,19677/73,17,17,0,NaN, NaN,361.662.859,-115.149.225,-108.198.768,-653.557.913,Flew into trees and disintegrated. The cause of the crash could not be determined.  Possible causes include  passenger interference  one fuel tank running dry  flying too low and the co-pilot alone at the controls.
9/18/1992,, Curacao, Netherlands Antilles,Aero Ejecutivos,,Guildford,Melbourne,Douglas C-118A,YV-502C,44656/619,3,3,0,121.845,-689.640.917.594.077,-378.142.176,1.449.631.608,51.237.195,-0.5811779,Crashed in the Tapacari swamps  23 miles from Chochabanba.
03/11/1967,11:30, Curitiba, Brazil,Sadia,,Vestmannaeyar Island,Da Nang,Handley Page HPR-7 Herald 214,PP-SDJ,190,25,21,0,-254.295.985,-492.713.192,160.679.814,1.082.119.396,NaN, NaN,Vanished off the coast of Corsica after sending a distress call that the engine had failed.
8/22/2007,00:36, Curitiba, Brazil,Two Taxi Aero,,Singapore,Hoikow,Embraer EMB-110P1 Bandeirant,PT-SDB,110323,2,2,0,-254.295.985,-492.713.192,NaN, NaN,12.904.527,103.852.038,Crashed into a clump of trees while attempting a landing in a snowstorm.
6/17/1995,, Cuvela, Angola,Military - Angolan Air Force,,Wadi Halfa,Chitose,CASA 212-200 Aviocar,T401,A53-2-326,48,48,0,458.194.258,157.952.735,42.799.038,141.509.517,218.004.996,313.507.374,The mail plane crashed into mountains 50 miles from Toulouse in fog.
03/09/1915,15:20, Cuxhaven, Germany,Military - German Navy,,Sydney,Singapore,Zeppelin L-10 (airship),,,19,19,0,538.687.798,86.982.859,12.904.527,103.852.038,-338.548.157,1.512.164.539,The mail plane disappeared while en route.
2/24/1949,08:00, Cuzco, Peru,TAM (Peru),,Hamilton,Honolulu,Douglas C-47,,,26,22,0,-135.212.349,-719.711.244,21.304.547,-1.578.556.764,43.254.687,-798.678.197,
09/08/1970,15:00, Cuzco, Peru,Lineas Aereas Nacionales SA (Peru),,Shanghai,Agana,Lockheed 188A Electra,OB-R939,1106,100,99,2,-135.212.349,-719.711.244,1.347.274,144.752.030.298.712,312.253.441,1.214.888.922,Crashed into mountains and caught fire.  The plane was carrying mainly German tourists.
3/17/1953,, Da Nang, Vietnam,Aigle Azur,,Fallujah,Off shore oil fields,Douglas DC-3,F-BEFG,19105,8,8,0,160.679.814,1.082.119.396,NaN, NaN,333.532.137,437.875.674,Crashed into the French Alps  in high winds.
11/12/1964,, Da Nang, South Vietnam,Military - Vietnamese Air Force,,Hamburg,Kao Hsiung,Fairchild C-123,,,38,38,0,160.679.814,1.082.119.396,NaN, NaN,535.437.641,100.099.133,Crashed on the slopes of Mount Basso  20 miles from Turin.
8/17/1966,, Da Nang, South Vietnam,Military - U.S. Marine Corps,,Havana,Luanda,Chance Vought F-8E,150321,,1,0,33,160.679.814,1.082.119.396,NaN, NaN,NaN, NaN,
3/16/1970,11:30, Da Nang, South Vietnam,Military - U.S. Navy,,Ashville,Huambo,Lockheed EC-121P,145927,5508,31,23,0,160.679.814,1.082.119.396,-127.765.392,157.320.468,381.341.201,-85.579.584,
9/30/1970,, Da Nang, Vietnam,Air Vietnam (South Vietnam),,Bloemfontein,Huanuco,Douglas DC-3-DST,B- 305,3251,38,38,0,160.679.814,1.082.119.396,-9.5,-75.833.333,-291.163.947,262.154.956,
07/12/1936,10:47, Dakar, French West Africa,Air France,,Heraklion,Da Nang,LatÇ¸coÇùre 300,F-AKGF,1,5,5,0,146.930.042,-17.447.026,160.679.814,1.082.119.396,353.340.134,251.328.543,Crash landed in mountains during a snowstorm.
4/13/1947,, Dakar, Senegal,British South American Airways,,Stockholm,Camp Eagle,Avro 685 York I,G-AHEZ,1303,15,6,0,NaN, NaN,3.937.543,-1.068.848.039,593.251.172,180.710.935,Crashed while attempting to take off from Lambert Field.  The making of a turn at an extremely low altitude  for reasons unknown  in which the wing of the airplane unintentionally contacted the ground.
8/29/1960,06:50, Dakar, Senegal,Air France,343,Chicago,Madrid,Lockheed 1049G Super Constellation,F-BHBC,4622,63,63,0,146.930.042,-17.447.026,404.167.047,-37.035.825,418.755.546,-876.244.212,
5/27/1979,, Dakar, Senegal,Military - Mauritanian Air Force,,Hobart,Altamira,de Havilland Canada DHC-5D Buffalo,5T-MAX,88,12,12,0,146.930.042,-17.447.026,433.768.445,-41.197.476,-428.825.088,1.473.281.233,
09/12/1993,, Dakar, Senegal,Air Senegal / Gambia Airways,,Pleiku,Kannung,DHC-6 Twin Otter 300 / NAMC YS-11,6V-ADE / C5-GAA,393 / 2030,3,3,0,146.930.042,-17.447.026,-328.004.427,1.514.828.797,139.862.612,1.080.027.018,
07/05/2002,21:32, Dalian, China,China Northern Airlines,6136,Chengdu,Huntington,McDonnell Douglas MD-82,B-2138,49522/17023,112,112,0,38.920.716,1.216.388.678,384.192.496,-82.445.154,306.765.553,1.040.612.783,Pilot error.
12/23/1936,, Dallas, Texas,Braniff Airways,,Misawa,Oran,Lockheed 10 Electra,NC14905,1018,6,6,0,327.761.963,-967.968.994,357.032.751,-0.6492976,4.074.652,141.382.843,Engine failure.
11/15/1966,02:42, Dallgow, Germany,Pan American Airways,,Hong Kong,Ibague,Boeing 727-21,N317PA,18995/221,3,3,0,525.406.088,130.604.834,44.435.487,-752.411.321,222.793.278,1.141.628.131,Crashed into the side of a mountain in fog.
10/04/1965,, Damascus, Syria,Alia Royal Jordanian Airlines,,Positiioning,Salvador,Handley Page Dart Herald 207,JY-ACQ,170,54,54,0,NaN, NaN,138.000.382,-889.140.683,NaN, NaN,Crashed into Chestnut Ridge in fog. The poor  judgment on the part of the pilot for flying by visual ground observation methods after having descended through the clouds and overcast in mountainous terrain at a point unknown to him. Because of clouds and poor visibility  this required flying close to the ground whereas the safest method under such circumstances was to climb into or above the overcast to a safe altitude and determine the location of the plane by instruments and radio.
8/20/1975,01:15, Damascus, Syria,Ceskoslovenske Aerolinie,542,San Francisco,Lagos,Ilyushin IL-62,OK-DBF,31502,128,126,0,335.130.695,363.095.814,200.171.109,103.378.253,NaN, NaN,Aviator Jean Mermoz killed. The last message from the aviator was 'we have switched off the rear engine.' The plane and crew of four were never found.
3/20/1964,07:20, Danbury, North Carolina,Commercial Air Taxi,,Bayou Penchant,Iligan,Piper PA-23,N4320P,,3,3,0,41.394.817,-734.540.111,82.286.294,1.242.381.784,NaN, NaN,Crashed into the sea.
10/02/1993,, Daraim, Afghanistan,Military - Afghan Republican Air Force,,Hsinchu,Agadir,Mil Mi-8,,,30,30,0,NaN, NaN,304.218.772,-95.850.476,248.066.333,1.209.686.833,
10/31/1984,, Davao, Philippines,Village Airways,,Huambo,Innsbruck,Douglas C-47B,RP-C138,20811,4,4,0,6.610.975,125.429.865.187.273,472.654.296,113.927.685,-127.765.392,157.320.468,All four motors of the aircraft quit while taking off. The pilot attempted to land but crashed into a house. First fatal aviation accident in Sweden.
02/03/1963,10:02, Davao City, Philippines,Philippine Air Lines,984,Luanda,Cali,Douglas DC-3,PI-C489,16115/32863,27,27,0,722.650.725,125.454.887.691.355,34.319.329,-765.113.048,-88.271.656,132.436.665,
03/05/1968,15:48, Dawson, Texas,Braniff Airlines,352,Tingo Maria,Iquitos,Lockheed L188A Electra,N9707C,1099,85,85,0,344.077.136,-841.356.771,NaN, NaN,-92.983.808,-760.002.686,The aircraft crashed into houses while attempting to take off in heavy fog. A stewardess and the radio operator survived. Aircraft designer Juan de la Cieva killed.
2/16/1984,, Debre Zelt, Ethiopia,Military - Ethiopian Air Force,,Hue,Irkutsk,Antonov AN-12,1506,4342002,38,26,0,NaN, NaN,NaN, NaN,471.817.585,195.060.937,
1/25/1970,, Delhi, India,Royal Nepal Airlines,,Da Nang,Irkutsk,Fokker F-27 Friendship 200,9N-AAR,1965,23,1,0,286.572.914,772.272.603,522.895.979,1.042.805.843,160.679.814,1.082.119.396,Crashed in a snowstorm after the pilot cut the motor and the plane crashed into a hill.
